City	FT MCMURRAY	56.72676	-111.38103
City	FT SASKATCHEWAN	53.7128	-113.2133
City	GIBBONS	53.8278	-113.3228
City	GRAND CENTRE	54.41628	-110.21304
City	GRANDE CACHE	53.8773	-119.1199
City	GRANDE PRAIRIE	55.1708	-118.7947
City	GRIMSHAW	56.1908	-117.6117
City	HANNA	51.6383	-111.9419
City	HAY RIVER	60.80749677	-115.7866635
City	HERITAGE POINTE	50.84213	-114.00493
City	HIGH LEVEL	58.5169	-117.1361
City	HIGH PRAIRIE	55.4325	-116.4861
City	HIGH RIVER	50.5808	-113.8744
City	HINTON	53.4114	-117.5639
City	INNISFAIL	52.0333	-113.95
City	IRMA	52.913376	-111.230377
City	IRRICANA	51.3189	-113.6106
City	JASPER	52.9013	-118.1312
City	JASPER PARK LODGE	52.88633	-118.05625
City	KILLAM	52.78344	-111.85175
City	LAC LA BICHE	54.7669	-111.96861
City	LACOMBE	52.4683	-113.7369
City	LAMONT	53.7603	-112.7778
City	LARKSPUR	53.47942	-113.38142
City	LAUREL	53.44667	-113.38197
City	LEDUC	53.2594	-113.5492
City	LEGAL	53.9492	-113.595
City	LETHBRIDGE	49.6942	-112.8328
City	LLOYDMINSTER	53.2807	-110.035
City	MAGRATH	49.4239	-112.8683
City	MANNING	56.9142	-117.6272
City	MANNVILLE	53.33764	-111.1775
City	MAPLE RIDGE	53.50172	-113.36274
City	MASKWACIS	52.82516337	-113.4543315
City	MAYERTHORPE	53.9503	-115.1336
City	MEDICINE HAT	50.0417	-110.6775
City	MILL WOODS TOWN CENTRE	53.45639	-113.42751
City	MILLET	53.0978	-113.4728
City	MORINVILLE	53.8022	-113.6497
City	NANTON	50.3494	-113.7717
City	NEW SAREPTA	53.27238	-113.14722
City	NOBLEFORD	49.8822	-113.0531
City	OKOTOKS	50.725	-113.975
City	OLDS	51.7928	-114.1067
City	ONOWAY	53.7011	-114.1981
City	OYEN	51.3522	-110.4739
City	PARKLAND COUNTY	53.4755	-114.0863
City	PEACE RIVER	56.2339	-117.2897
City	PENHOLD	52.1333	-113.8667
City	PICTURE BUTTE	49.8731	-112.78
City	PINCHER CREEK	49.4861	-113.95
City	PONOKA	52.6833	-113.5667
City	PROVOST	52.3539	-110.2686
City	RAYMOND	49.4658	-112.6508
City	RED DEER	52.2681	-113.8111
City	RED DEER COUNTY	52.1499	-113.9063
City	REDCLIFF	50.0792	-110.7783
City	REDWATER	53.9489	-113.1067
City	RIDEAU PARK	53.47899	-113.5047
City	RIMBEY	52.6333	-114.2167
City	ROCKY MOUNTAIN HOUSE	52.3753	-114.9217
City	SEXSMITH	55.3508	-118.7825
City	SHERWOOD PARK	53.51684	-113.3187
City	SILVER BERRY	53.45787	-113.3817
City	SLAVE LAKE	55.2853	-114.7706
City	SMOKY LAKE	54.11687	-112.46863
City	SPIRIT RIVER	55.78327	-118.83607
City	SPRINGBROOK	52.1796	-113.885
City	SPRUCE GROVE	53.545	-113.9008
City	ST ALBERT	53.6303	-113.6258
City	ST PAUL	53.9928	-111.2972
City	ST. ALBERT	53.6303	-113.6258
City	ST. PAUL	53.9928	-111.2972
City	STETTLER	52.3236	-112.7192
City	STONY PLAIN	53.5264	-114.0069
City	STRATHCONA COUNTY	53.5327	-113.1553
City	STRATHMORE	51.0378	-113.4003
City	SUNDRE	51.7972	-114.6406
City	SWAN HILLS	54.7106	-115.4133
City	SYLVAN LAKE	52.3083	-114.0964
City	TABER	49.7847	-112.1508
City	TAMARACK	53.46441	-113.36235
City	THREE HILLS	51.7072	-113.2647
City	TOFIELD	53.3703	-112.6667
City	TROCHU	51.8236	-113.2328
City	TURNER VALLEY	50.6739	-114.2786
City	TWO HILLS	53.715	-111.7461
City	VALLEYVIEW	55.0686	-117.2683
City	VAUXHALL	50.0689	-112.0975
City	VEGREVILLE	53.4928	-112.0522
City	VERMILION	53.3542	-110.8528
City	VIKING	53.0953	-111.7769
City	VULCAN	50.4	-113.25
City	WABASCA	55.9855	-113.8566
City	WAINWRIGHT	52.8333	-110.8667
City	WEMBLEY	55.1572	-119.1392
City	WESTLAKE	55.22228	-118.80415
City	WESTLOCK	54.1522	-113.8511
City	WETASKIWIN	52.9694	-113.3769
City	WHITECOURT	54.1417	-115.6833
City	WILD ROSE	53.4708	-113.38119
City	WOOD BUFFALO	57.6042	-111.3284
Regional.Health.Authority	REG 1	49.6942	-112.8328
Regional.Health.Authority	REG 2	50.0417	-110.6775
Regional.Health.Authority	REG 3	50.725	-113.975
Regional.Health.Authority	REG 4	51.05	-114.0667
Regional.Health.Authority	REG 5	51.4636	-112.7194
Regional.Health.Authority	REG 6	52.2681	-113.8111
Regional.Health.Authority	REG 7	52.8333	-110.8667
Regional.Health.Authority	REG 8	53.4114	-117.5639
Regional.Health.Authority	REG 9	53.2222	-114.9769
Regional.Health.Authority	REG 10	53.5344	-113.4903
Regional.Health.Authority	REG 11	54.7197	-113.2856
Regional.Health.Authority	REG 12	53.9928	-111.2972
Regional.Health.Authority	REG 13	55.1708	-118.7947
Regional.Health.Authority	REG 14	56.9142	-117.6272
Regional.Health.Authority	REG 15	55.2853	-114.7706
Regional.Health.Authority	REG 16	56.72676	-111.38103
Regional.Health.Authority	REG 17	58.5169	-117.1361
Regional.Health.Authority	NT	69.50061	-121.50445
AHS.Zone	NORTH	56.678	-114.5825
AHS.Zone	EDMONTON	53.5344	-113.4903
AHS.Zone	CENTRAL	52.2681	-113.8111
AHS.Zone	CALGARY	51.05	-114.0667
AHS.Zone	SOUTH	50.0417	-110.6775
Postal.Code	T0A	54.766	-111.7174
Postal.Code	T0B	53.0727	-111.5816
Postal.Code	T0C	52.1431	-111.6941
Postal.Code	T0E	53.6758	-115.0948
Postal.Code	T0G	55.6993	-114.4529
Postal.Code	T0H	57.5403	-116.9153
Postal.Code	T0J	50.9944	-111.4632
Postal.Code	T0K	49.4721	-112.2408
Postal.Code	T0L	50.6314	-114.4089
Postal.Code	T0M	51.9552	-114.8691
Postal.Code	T0P	58.2626	-110.7467
Postal.Code	T0V	59.9049	-111.6717
Postal.Code	T1A	50.0816	-110.5788
Postal.Code	T1B	49.835	-110.5203
Postal.Code	T1C	50.0774	-110.6911
Postal.Code	T1G	49.787	-112.146
Postal.Code	T1H	49.7	-112.8186
Postal.Code	T1J	49.6581	-112.7484
Postal.Code	T1K	49.6511	-112.8351
Postal.Code	T1L	51.1762	-115.5698
Postal.Code	T1M	49.7167	-112.6185
Postal.Code	T1P	51.0501	-113.3852
Postal.Code	T1R	50.5834	-111.8851
Postal.Code	T1S	50.7362	-113.9695
Postal.Code	T1V	50.5834	-113.8687
Postal.Code	T1W	51.0876	-115.3461
Postal.Code	T1X	51.0334	-113.8187
Postal.Code	T1Y	51.0823	-113.9578
Postal.Code	T1Z	51.1834	-113.9353
Postal.Code	T2A	51.0494	-113.9564
Postal.Code	T2B	51.0209	-113.981
Postal.Code	T2C	50.987	-113.9634
Postal.Code	T2E	51.0876	-114.0214
Postal.Code	T2G	51.0272	-114.0349
Postal.Code	T2H	50.9894	-114.052
Postal.Code	T2J	50.8476	-114.1958
Postal.Code	T2K	51.1111	-114.0477
Postal.Code	T2L	51.1047	-114.1148
Postal.Code	T2M	51.133	-113.856
Postal.Code	T2N	51.0621	-114.1159
Postal.Code	T2P	51.0708	-113.6931
Postal.Code	T2R	51.0412	-114.0762
Postal.Code	T2S	51.0233	-114.071
Postal.Code	T2T	51.0242	-114.1004
Postal.Code	T2V	50.9819	-114.1004
Postal.Code	T2W	50.9514	-114.3591
Postal.Code	T2X	50.8837	-114.0326
Postal.Code	T2Y	50.9093	-114.1028
Postal.Code	T2Z	50.9278	-113.9682
Postal.Code	T3A	51.1264	-114.1419
Postal.Code	T3B	51.0915	-114.2073
Postal.Code	T3C	51.0497	-114.1394
Postal.Code	T3E	50.9899	-114.1574
Postal.Code	T3G	51.1387	-114.2015
Postal.Code	T3H	51.0419	-114.2
Postal.Code	T3J	51.1188	-113.9471
Postal.Code	T3K	51.1563	-114.0572
Postal.Code	T3L	51.1467	-114.3133
Postal.Code	T3M	50.8796	-113.9555
Postal.Code	T3N	51.1626	-113.9537
Postal.Code	T3P	51.2074	-114.1348
Postal.Code	T3R	51.2021	-114.2453
Postal.Code	T3S	50.9153	-113.8932
Postal.Code	T3Z	51.0691	-114.4727
Postal.Code	T4A	51.2799	-113.988
Postal.Code	T4B	51.3082	-114.0398
Postal.Code	T4C	51.1834	-114.4687
Postal.Code	T4E	52.2765	-113.7063
Postal.Code	T4G	52.0269	-113.9507
Postal.Code	T4H	51.7834	-114.102
Postal.Code	T4J	52.6768	-113.5815
Postal.Code	T4L	52.4668	-113.7353
Postal.Code	T4M	52.3834	-113.7853
Postal.Code	T4N	52.2316	-113.8358
Postal.Code	T4P	52.2954	-113.8073
Postal.Code	T4R	52.2424	-113.7784
Postal.Code	T4S	52.3168	-114.0853
Postal.Code	T4T	52.3668	-114.9188
Postal.Code	T4V	53.0168	-112.8353
Postal.Code	T4X	53.3501	-113.4187
Postal.Code	T5A	53.5931	-113.4077
Postal.Code	T5B	53.7353	-113.3369
Postal.Code	T5C	53.5996	-113.4549
Postal.Code	T5E	53.7454	-113.4465
Postal.Code	T5G	53.5705	-113.5051
Postal.Code	T5H	53.5514	-113.4916
Postal.Code	T5J	53.5428	-113.4974
Postal.Code	T5K	53.5366	-113.5103
Postal.Code	T5L	53.585	-113.5526
Postal.Code	T5M	53.563	-113.5662
Postal.Code	T5N	53.5436	-113.5574
Postal.Code	T5P	53.5463	-113.5957
Postal.Code	T5R	53.5181	-113.5797
Postal.Code	T5S	53.5634	-113.6697
Postal.Code	T5T	53.5185	-113.6579
Postal.Code	T5V	53.5848	-113.6224
Postal.Code	T5W	53.5645	-113.4022
Postal.Code	T5X	53.6313	-113.5245
Postal.Code	T5Y	53.6585	-113.3614
Postal.Code	T5Z	53.6365	-113.4673
Postal.Code	T6A	53.5482	-113.4318
Postal.Code	T6B	53.5128	-113.4194
Postal.Code	T6C	53.522	-113.459
Postal.Code	T6E	53.4914	-113.4802
Postal.Code	T6G	53.521	-113.5324
Postal.Code	T6H	53.3753	-113.4585
Postal.Code	T6J	53.4564	-113.521
Postal.Code	T6K	53.4609	-113.4519
Postal.Code	T6L	53.4593	-113.4145
Postal.Code	T6M	53.4593	-113.6546
Postal.Code	T6N	53.465	-113.4776
Postal.Code	T6P	53.5078	-113.3723
Postal.Code	T6R	53.4567	-113.5801
Postal.Code	T6S	53.5806	-113.3374
Postal.Code	T6T	53.4617	-113.371
Postal.Code	T6V	53.6112	-113.5746
Postal.Code	T6W	53.4179	-113.5785
Postal.Code	T6X	53.4154	-113.4178
Postal.Code	T7A	53.2168	-114.9854
Postal.Code	T7E	53.5834	-116.4356
Postal.Code	T7N	54.1334	-114.4021
Postal.Code	T7P	54.1502	-113.8688
Postal.Code	T7S	54.1501	-115.6855
Postal.Code	T7V	53.4001	-117.5857
Postal.Code	T7X	53.5334	-113.9187
Postal.Code	T7Y	53.4184	-113.8097
Postal.Code	T7Z	53.5334	-114.0021
Postal.Code	T8A	53.528	-113.2512
Postal.Code	T8B	53.4397	-113.2952
Postal.Code	T8C	53.4391	-113.1903
Postal.Code	T8E	53.5225	-113.1022
Postal.Code	T8G	53.5052	-112.9529
Postal.Code	T8H	53.556	-113.2952
Postal.Code	T8L	53.7168	-113.2187
Postal.Code	T8N	53.6334	-113.6353
Postal.Code	T8R	53.8001	-113.652
Postal.Code	T8S	56.2501	-117.286
Postal.Code	T8T	53.6867	-113.7102
Postal.Code	T8V	55.1808	-118.9103
Postal.Code	T8W	55.1303	-118.7946
Postal.Code	T8X	55.1834	-118.7457
Postal.Code	T9A	52.9668	-113.3687
Postal.Code	T9C	53.5001	-112.0518
Postal.Code	T9E	53.2668	-113.552
Postal.Code	T9G	53.3668	-113.7353
Postal.Code	T9H	56.664	-111.1357
Postal.Code	T9J	56.707	-111.3771
Postal.Code	T9K	56.7538	-111.435
Postal.Code	T9M	54.4502	-110.2017
Postal.Code	T9N	54.2668	-110.7351
Postal.Code	T9S	54.7169	-113.2854
Postal.Code	T9V	53.2717	-110.0853
Postal.Code	T9W	52.839	-110.8572
Postal.Code	T9X	53.3669	-110.8517
